user_id,plan_type,trial_start_date,trial_end_date,subscription_status,monthly_revenue
5803,Basic,03-08-2024,17-08-2024,Trial,0
5804,Basic,20-03-2025,03-04-2025,Trial,0
5805,Basic,16-07-2024,30-07-2024,Churned,0
5806,Basic,03-03-2024,17-03-2024,Trial,0
5807,Basic,08-03-2025,22-03-2025,Trial,0
5808,Basic,12-02-2025,26-02-2025,Trial,0
5809,Basic,11-08-2024,25-08-2024,Trial,0
5810,Basic,30-01-2024,13-02-2024,Churned,0
5811,Basic,20-02-2025,06-03-2025,Churned,0
5812,Basic,07-10-2024,21-10-2024,Churned,0
5813,Basic,25-06-2024,09-07-2024,Churned,0
5814,Enterprise,27-10-2024,10-11-2024,Active,199
5815,Basic,16-06-2024,30-06-2024,Trial,0
5816,Basic,14-08-2025,28-08-2025,Trial,0
5817,Basic,30-09-2024,14-10-2024,Trial,0
5818,Basic,31-10-2025,14-11-2025,Trial,0
5819,Basic,23-05-2024,06-06-2024,Trial,0
5820,Enterprise,31-08-2024,14-09-2024,Active,199
5821,Basic,08-08-2025,22-08-2025,Trial,0
5822,Basic,16-06-2025,30-06-2025,Trial,0
5823,Basic,11-10-2025,25-10-2025,Trial,0
5824,Basic,18-01-2025,01-02-2025,Trial,0
5825,Basic,17-08-2024,31-08-2024,Trial,0
5826,Basic,30-07-2024,13-08-2024,Trial,0
5827,Basic,19-08-2025,02-09-2025,Trial,0
5828,Basic,19-08-2024,02-09-2024,Trial,0
5829,Basic,27-08-2024,10-09-2024,Trial,0
5830,Basic,11-08-2025,25-08-2025,Churned,0
5831,Basic,19-11-2025,03-12-2025,Trial,0
5832,Basic,15-01-2024,29-01-2024,Trial,0
5833,Basic,17-06-2024,01-07-2024,Trial,0
5834,Basic,13-07-2025,27-07-2025,Trial,0
5835,Basic,27-07-2024,10-08-2024,Trial,0
5836,Basic,19-03-2024,02-04-2024,Trial,0
5837,Basic,19-12-2024,02-01-2025,Trial,0
5838,Basic,18-08-2025,01-09-2025,Trial,0
5839,Basic,22-03-2024,05-04-2024,Churned,0
5840,Basic,26-02-2025,12-03-2025,Trial,0
5841,Basic,08-10-2025,22-10-2025,Trial,0
5842,Basic,20-01-2025,03-02-2025,Trial,0
5843,Basic,09-07-2025,23-07-2025,Churned,0
5844,Basic,15-01-2024,29-01-2024,Churned,0
5845,Basic,26-05-2025,09-06-2025,Trial,0
5846,Basic,07-08-2024,21-08-2024,Trial,0
5847,Basic,09-08-2024,23-08-2024,Trial,0
5848,Basic,14-07-2024,28-07-2024,Trial,0
5849,Basic,30-10-2025,13-11-2025,Trial,0
5850,Basic,09-01-2024,23-01-2024,Trial,0
5851,Basic,19-06-2024,03-07-2024,Churned,0
5852,Basic,07-04-2025,21-04-2025,Trial,0
5853,Basic,17-08-2025,31-08-2025,Churned,0
5854,Basic,05-07-2024,19-07-2024,Trial,0
5855,Basic,19-04-2025,03-05-2025,Trial,0
5856,Basic,26-02-2025,12-03-2025,Trial,0
5857,Basic,26-08-2025,09-09-2025,Trial,0
5858,Basic,21-01-2024,04-02-2024,Trial,0
5859,Basic,24-02-2025,10-03-2025,Trial,0
5860,Basic,08-07-2025,22-07-2025,Churned,0
5861,Basic,08-06-2024,22-06-2024,Trial,0
5862,Basic,02-01-2024,16-01-2024,Trial,0
5863,Basic,02-06-2024,16-06-2024,Trial,0
5864,Basic,13-10-2024,27-10-2024,Churned,0
5865,Basic,06-02-2024,20-02-2024,Trial,0
5866,Basic,03-03-2024,17-03-2024,Trial,0
5867,Basic,28-11-2024,12-12-2024,Trial,0
5868,Basic,16-09-2025,30-09-2025,Active,19
5869,Basic,18-01-2025,01-02-2025,Trial,0
5870,Basic,27-02-2025,13-03-2025,Churned,0
5871,Basic,20-07-2025,03-08-2025,Churned,0
5872,Basic,11-04-2024,25-04-2024,Trial,0
5873,Basic,05-11-2024,19-11-2024,Trial,0
5874,Basic,29-09-2024,13-10-2024,Churned,0
5875,Basic,15-03-2025,29-03-2025,Trial,0
5876,Basic,22-07-2024,05-08-2024,Trial,0
5877,Basic,13-01-2025,27-01-2025,Churned,0
5878,Basic,22-10-2025,05-11-2025,Trial,0
5879,Basic,02-07-2024,16-07-2024,Trial,0
5880,Basic,21-05-2025,04-06-2025,Trial,0
5881,Basic,01-05-2025,15-05-2025,Churned,0
5882,Basic,16-06-2024,30-06-2024,Trial,0
5883,Basic,14-02-2025,28-02-2025,Churned,0
5884,Basic,14-12-2024,28-12-2024,Churned,0
5885,Basic,14-02-2025,28-02-2025,Trial,0
5886,Basic,20-07-2024,03-08-2024,Trial,0
5887,Basic,05-06-2025,19-06-2025,Trial,0
5888,Basic,26-07-2024,09-08-2024,Churned,0
5889,Basic,07-05-2025,21-05-2025,Trial,0
5890,Basic,13-10-2025,27-10-2025,Trial,0
5891,Basic,14-03-2024,28-03-2024,Trial,0
5892,Basic,08-11-2024,22-11-2024,Trial,0
5893,Basic,08-08-2024,22-08-2024,Trial,0
5894,Basic,13-02-2024,27-02-2024,Trial,0
5895,Basic,05-04-2024,19-04-2024,Trial,0
5896,Basic,01-11-2025,15-11-2025,Churned,0
5897,Basic,30-06-2024,14-07-2024,Trial,0
5898,Basic,05-11-2024,19-11-2024,Trial,0
5899,Basic,02-03-2025,16-03-2025,Churned,0
5900,Basic,05-08-2024,19-08-2024,Trial,0
5901,Basic,21-04-2024,05-05-2024,Trial,0
5902,Basic,18-05-2024,01-06-2024,Trial,0
5903,Basic,29-03-2025,12-04-2025,Trial,0
5904,Basic,21-11-2024,05-12-2024,Trial,0
5905,Basic,17-10-2024,31-10-2024,Churned,0
5906,Basic,20-07-2025,03-08-2025,Trial,0
5907,Basic,07-04-2025,21-04-2025,Churned,0
5908,Basic,29-03-2024,12-04-2024,Churned,0
5909,Basic,05-09-2025,19-09-2025,Trial,0
5910,Basic,29-08-2025,12-09-2025,Churned,0
5911,Basic,23-03-2025,06-04-2025,Churned,0
5912,Basic,31-10-2024,14-11-2024,Churned,0
5913,Basic,21-11-2025,05-12-2025,Churned,0
5914,Basic,20-08-2024,03-09-2024,Trial,0
5915,Basic,10-03-2024,24-03-2024,Churned,0
5916,Basic,18-04-2025,02-05-2025,Churned,0
5917,Basic,29-07-2025,12-08-2025,Trial,0
5918,Basic,21-12-2024,04-01-2025,Trial,0
5919,Basic,20-05-2025,03-06-2025,Trial,0
5920,Basic,02-01-2025,16-01-2025,Trial,0
5921,Basic,11-08-2025,25-08-2025,Trial,0
5922,Basic,25-03-2024,08-04-2024,Trial,0
5923,Basic,22-03-2024,05-04-2024,Trial,0
5924,Basic,06-03-2024,20-03-2024,Trial,0
5925,Basic,11-03-2025,25-03-2025,Trial,0
5926,Basic,27-06-2025,11-07-2025,Trial,0
5927,Basic,30-10-2024,13-11-2024,Churned,0
5928,Basic,07-07-2025,21-07-2025,Trial,0
5929,Basic,04-11-2024,18-11-2024,Trial,0
5930,Basic,05-03-2024,19-03-2024,Churned,0
5931,Basic,15-09-2025,29-09-2025,Trial,0
5932,Basic,31-08-2024,14-09-2024,Trial,0
5933,Basic,14-07-2025,28-07-2025,Churned,0
5934,Basic,08-10-2024,22-10-2024,Trial,0
5935,Basic,09-01-2024,23-01-2024,Churned,0
5936,Basic,02-06-2024,16-06-2024,Trial,0
5937,Basic,06-08-2025,20-08-2025,Churned,0
5938,Basic,30-12-2024,13-01-2025,Trial,0
5939,Basic,19-10-2024,02-11-2024,Trial,0
5940,Basic,16-10-2024,30-10-2024,Trial,0
5941,Basic,05-01-2024,19-01-2024,Trial,0
5942,Basic,12-09-2025,26-09-2025,Trial,0
5943,Basic,28-10-2024,11-11-2024,Trial,0
5944,Basic,17-05-2025,31-05-2025,Churned,0
5945,Basic,16-11-2025,30-11-2025,Trial,0
5946,Basic,19-07-2025,02-08-2025,Trial,0
5947,Basic,03-10-2025,17-10-2025,Trial,0
5948,Basic,20-06-2024,04-07-2024,Trial,0
5949,Basic,05-03-2024,19-03-2024,Trial,0
5950,Basic,23-02-2024,08-03-2024,Churned,0
5951,Basic,04-02-2025,18-02-2025,Trial,0
5952,Basic,07-03-2025,21-03-2025,Trial,0
5953,Basic,08-07-2025,22-07-2025,Trial,0
5954,Basic,09-03-2025,23-03-2025,Trial,0
5955,Basic,17-12-2024,31-12-2024,Trial,0
5956,Basic,13-08-2024,27-08-2024,Churned,0
5957,Basic,24-09-2024,08-10-2024,Trial,0
5958,Basic,14-10-2024,28-10-2024,Trial,0
5959,Basic,21-12-2024,04-01-2025,Trial,0
5960,Basic,22-02-2025,08-03-2025,Trial,0
5961,Basic,02-03-2024,16-03-2024,Trial,0
5962,Basic,30-05-2025,13-06-2025,Trial,0
5963,Basic,04-12-2024,18-12-2024,Trial,0
5964,Pro,08-11-2024,22-11-2024,Active,49
5965,Basic,24-08-2025,07-09-2025,Trial,0
5966,Basic,09-07-2024,23-07-2024,Trial,0
5967,Basic,25-09-2024,09-10-2024,Churned,0
5968,Basic,01-02-2025,15-02-2025,Trial,0
5969,Basic,06-09-2025,20-09-2025,Trial,0
5970,Basic,21-02-2025,07-03-2025,Churned,0
5971,Basic,23-10-2024,06-11-2024,Churned,0
5972,Basic,04-06-2025,18-06-2025,Trial,0
5973,Basic,28-08-2024,11-09-2024,Churned,0
5974,Basic,10-06-2025,24-06-2025,Churned,0
5975,Basic,11-07-2025,25-07-2025,Churned,0
5976,Basic,08-11-2024,22-11-2024,Trial,0
5977,Basic,30-04-2024,14-05-2024,Trial,0
5978,Basic,16-06-2025,30-06-2025,Churned,0
5979,Basic,05-04-2024,19-04-2024,Trial,0
5980,Basic,23-05-2025,06-06-2025,Trial,0
5981,Basic,04-11-2024,18-11-2024,Trial,0
5982,Basic,01-03-2024,15-03-2024,Trial,0
5983,Basic,11-05-2024,25-05-2024,Trial,0
5984,Basic,20-05-2024,03-06-2024,Trial,0
5985,Basic,18-10-2024,01-11-2024,Trial,0
5986,Pro,02-09-2024,16-09-2024,Active,49
5987,Basic,25-05-2025,08-06-2025,Trial,0
5988,Basic,03-06-2024,17-06-2024,Trial,0
5989,Basic,25-08-2025,08-09-2025,Churned,0
5990,Basic,09-09-2024,23-09-2024,Churned,0
5991,Basic,29-06-2024,13-07-2024,Trial,0
5992,Basic,20-06-2025,04-07-2025,Trial,0
5993,Basic,30-05-2024,13-06-2024,Churned,0
5994,Basic,14-03-2024,28-03-2024,Churned,0
5995,Basic,08-10-2024,22-10-2024,Trial,0
5996,Basic,19-11-2024,03-12-2024,Churned,0
5997,Basic,21-07-2024,04-08-2024,Churned,0
5998,Basic,02-11-2025,16-11-2025,Trial,0
5999,Basic,20-04-2025,04-05-2025,Churned,0
6000,Basic,25-05-2025,08-06-2025,Trial,0
6001,Basic,05-06-2024,19-06-2024,Trial,0
6002,Basic,10-10-2025,24-10-2025,Trial,0
6003,Basic,01-09-2024,15-09-2024,Trial,0
6004,Basic,02-02-2024,16-02-2024,Trial,0
6005,Basic,13-03-2024,27-03-2024,Trial,0
6006,Basic,27-04-2025,11-05-2025,Trial,0
6007,Basic,12-07-2024,26-07-2024,Trial,0
6008,Basic,02-01-2024,16-01-2024,Churned,0
6009,Basic,29-10-2024,12-11-2024,Trial,0
6010,Basic,12-07-2024,26-07-2024,Trial,0
6011,Basic,07-06-2024,21-06-2024,Trial,0
6012,Basic,25-09-2024,09-10-2024,Trial,0
6013,Basic,13-07-2024,27-07-2024,Trial,0
6014,Basic,04-02-2025,18-02-2025,Trial,0
6015,Basic,04-07-2024,18-07-2024,Trial,0
6016,Basic,17-03-2025,31-03-2025,Churned,0
6017,Basic,22-04-2024,06-05-2024,Trial,0
6018,Basic,01-11-2025,15-11-2025,Trial,0
6019,Basic,14-07-2024,28-07-2024,Churned,0
6020,Basic,18-10-2025,01-11-2025,Trial,0
6021,Basic,31-10-2025,14-11-2025,Trial,0
6022,Basic,12-07-2024,26-07-2024,Trial,0
6023,Basic,06-01-2024,20-01-2024,Trial,0
6024,Basic,25-03-2024,08-04-2024,Trial,0
6025,Basic,27-08-2024,10-09-2024,Trial,0
6026,Basic,09-04-2024,23-04-2024,Trial,0
6027,Basic,14-12-2024,28-12-2024,Trial,0
6028,Basic,15-05-2024,29-05-2024,Trial,0
6029,Basic,13-02-2024,27-02-2024,Trial,0
6030,Basic,01-07-2024,15-07-2024,Trial,0
6031,Basic,20-09-2025,04-10-2025,Trial,0
6032,Basic,26-01-2025,09-02-2025,Trial,0
6033,Basic,03-03-2025,17-03-2025,Trial,0
6034,Basic,17-09-2025,01-10-2025,Trial,0
6035,Basic,26-05-2025,09-06-2025,Trial,0
6036,Basic,23-05-2025,06-06-2025,Trial,0
6037,Basic,31-08-2024,14-09-2024,Trial,0
6038,Basic,09-04-2025,23-04-2025,Trial,0
6039,Basic,25-10-2025,08-11-2025,Churned,0
6040,Basic,04-03-2024,18-03-2024,Trial,0
6041,Basic,01-06-2024,15-06-2024,Trial,0
6042,Basic,20-12-2024,03-01-2025,Trial,0
6043,Basic,17-02-2025,03-03-2025,Trial,0
6044,Basic,29-08-2025,12-09-2025,Churned,0
6045,Basic,16-03-2025,30-03-2025,Trial,0
6046,Basic,03-09-2024,17-09-2024,Trial,0
6047,Basic,08-03-2025,22-03-2025,Trial,0
6048,Basic,03-05-2025,17-05-2025,Trial,0
6049,Basic,21-04-2025,05-05-2025,Trial,0
6050,Basic,11-07-2025,25-07-2025,Trial,0
6051,Basic,03-03-2024,17-03-2024,Trial,0
6052,Basic,02-07-2024,16-07-2024,Churned,0
6053,Basic,23-03-2025,06-04-2025,Trial,0
6054,Basic,05-10-2024,19-10-2024,Trial,0
6055,Basic,09-04-2025,23-04-2025,Trial,0
6056,Basic,02-08-2025,16-08-2025,Churned,0
6057,Basic,16-03-2025,30-03-2025,Trial,0
6058,Basic,19-04-2025,03-05-2025,Churned,0
6059,Basic,07-08-2024,21-08-2024,Trial,0
6060,Basic,22-07-2025,05-08-2025,Trial,0
6061,Basic,24-10-2024,07-11-2024,Trial,0
6062,Basic,21-08-2025,04-09-2025,Trial,0
6063,Basic,11-03-2025,25-03-2025,Trial,0
6064,Basic,13-09-2025,27-09-2025,Trial,0
6065,Basic,20-01-2024,03-02-2024,Trial,0
6066,Basic,02-12-2024,16-12-2024,Churned,0
6067,Pro,04-05-2024,18-05-2024,Active,49
6068,Basic,04-05-2024,18-05-2024,Trial,0
6069,Basic,15-01-2025,29-01-2025,Trial,0
6070,Basic,19-05-2024,02-06-2024,Trial,0
6071,Basic,11-08-2025,25-08-2025,Trial,0
6072,Basic,21-07-2025,04-08-2025,Trial,0
6073,Basic,02-08-2025,16-08-2025,Trial,0
6074,Basic,14-07-2024,28-07-2024,Trial,0
6075,Basic,09-04-2025,23-04-2025,Churned,0
6076,Basic,05-05-2024,19-05-2024,Churned,0
6077,Basic,28-10-2025,11-11-2025,Trial,0
6078,Basic,24-02-2024,09-03-2024,Trial,0
6079,Basic,26-08-2024,09-09-2024,Trial,0
6080,Basic,25-05-2025,08-06-2025,Trial,0
6081,Basic,30-04-2024,14-05-2024,Trial,0
6082,Basic,10-07-2024,24-07-2024,Trial,0
6083,Basic,08-01-2025,22-01-2025,Trial,0
6084,Basic,27-02-2024,12-03-2024,Trial,0
6085,Basic,17-08-2025,31-08-2025,Trial,0
6086,Basic,05-07-2025,19-07-2025,Trial,0
6087,Pro,23-03-2025,06-04-2025,Active,49
6088,Basic,03-03-2025,17-03-2025,Trial,0
6089,Basic,11-03-2024,25-03-2024,Trial,0
6090,Basic,11-08-2024,25-08-2024,Trial,0
6091,Basic,15-04-2024,29-04-2024,Trial,0
6092,Basic,27-03-2025,10-04-2025,Churned,0
6093,Basic,23-04-2025,07-05-2025,Trial,0
6094,Basic,20-09-2025,04-10-2025,Trial,0
6095,Basic,19-02-2025,05-03-2025,Churned,0
6096,Basic,09-01-2024,23-01-2024,Trial,0
6097,Basic,05-07-2025,19-07-2025,Trial,0
6098,Basic,13-01-2024,27-01-2024,Trial,0
6099,Basic,10-11-2025,24-11-2025,Trial,0
6100,Basic,24-06-2024,08-07-2024,Trial,0
6101,Basic,15-11-2025,29-11-2025,Trial,0
6102,Basic,07-03-2025,21-03-2025,Trial,0
6103,Basic,08-08-2025,22-08-2025,Trial,0
6104,Basic,19-03-2024,02-04-2024,Trial,0
6105,Basic,06-10-2025,20-10-2025,Trial,0
6106,Basic,07-08-2025,21-08-2025,Trial,0
6107,Basic,21-02-2024,06-03-2024,Trial,0
6108,Basic,12-08-2025,26-08-2025,Trial,0
6109,Basic,13-08-2025,27-08-2025,Trial,0
6110,Basic,10-08-2024,24-08-2024,Trial,0
6111,Basic,02-03-2025,16-03-2025,Trial,0
6112,Basic,10-05-2025,24-05-2025,Trial,0
6113,Basic,26-03-2025,09-04-2025,Trial,0
6114,Basic,01-03-2024,15-03-2024,Churned,0
6115,Basic,28-06-2024,12-07-2024,Trial,0
6116,Basic,05-03-2025,19-03-2025,Trial,0
6117,Basic,29-12-2024,12-01-2025,Trial,0
6118,Basic,26-02-2025,12-03-2025,Trial,0
6119,Basic,25-02-2024,10-03-2024,Trial,0
6120,Basic,03-11-2024,17-11-2024,Trial,0
6121,Basic,26-06-2025,10-07-2025,Trial,0
6122,Basic,18-09-2024,02-10-2024,Churned,0
6123,Basic,10-12-2024,24-12-2024,Trial,0
6124,Basic,02-09-2024,16-09-2024,Trial,0
6125,Basic,03-07-2024,17-07-2024,Trial,0
6126,Basic,16-06-2024,30-06-2024,Churned,0
6127,Basic,02-02-2025,16-02-2025,Trial,0
6128,Basic,10-06-2025,24-06-2025,Churned,0
6129,Basic,07-09-2024,21-09-2024,Trial,0
6130,Basic,30-07-2024,13-08-2024,Trial,0
6131,Basic,24-11-2025,08-12-2025,Trial,0
6132,Basic,14-03-2024,28-03-2024,Churned,0
6133,Basic,07-02-2025,21-02-2025,Trial,0
6134,Basic,14-04-2025,28-04-2025,Churned,0
6135,Basic,17-02-2024,02-03-2024,Trial,0
6136,Basic,19-07-2024,02-08-2024,Trial,0
6137,Basic,08-07-2025,22-07-2025,Churned,0
6138,Basic,08-02-2025,22-02-2025,Trial,0
6139,Basic,29-10-2025,12-11-2025,Trial,0
6140,Basic,19-05-2025,02-06-2025,Trial,0
6141,Basic,20-10-2025,03-11-2025,Trial,0
6142,Basic,05-01-2025,19-01-2025,Trial,0
6143,Basic,08-09-2024,22-09-2024,Churned,0
6144,Basic,16-01-2025,30-01-2025,Trial,0
6145,Basic,02-05-2025,16-05-2025,Churned,0
6146,Basic,23-07-2024,06-08-2024,Trial,0
6147,Basic,16-02-2025,02-03-2025,Trial,0
6148,Basic,15-03-2024,29-03-2024,Trial,0
6149,Basic,20-11-2024,04-12-2024,Trial,0
6150,Basic,11-12-2024,25-12-2024,Trial,0
6151,Basic,01-08-2025,15-08-2025,Trial,0
6152,Basic,01-04-2024,15-04-2024,Trial,0
6153,Basic,14-02-2025,28-02-2025,Trial,0
6154,Basic,01-11-2025,15-11-2025,Trial,0
6155,Basic,07-11-2025,21-11-2025,Trial,0
6156,Basic,31-10-2024,14-11-2024,Trial,0
6157,Basic,13-04-2025,27-04-2025,Active,19
6158,Basic,10-07-2024,24-07-2024,Trial,0
6159,Basic,25-02-2025,11-03-2025,Trial,0
6160,Basic,22-03-2025,05-04-2025,Churned,0
6161,Basic,20-01-2025,03-02-2025,Trial,0
6162,Basic,19-10-2024,02-11-2024,Trial,0
6163,Basic,22-07-2025,05-08-2025,Trial,0
6164,Basic,19-09-2025,03-10-2025,Trial,0
6165,Basic,01-01-2025,15-01-2025,Trial,0
6166,Basic,26-05-2024,09-06-2024,Trial,0
6167,Pro,03-12-2024,17-12-2024,Active,49
6168,Basic,14-01-2025,28-01-2025,Trial,0
6169,Basic,23-12-2024,06-01-2025,Churned,0
6170,Basic,31-07-2024,14-08-2024,Trial,0
6171,Basic,30-03-2025,13-04-2025,Trial,0
6172,Basic,30-01-2025,13-02-2025,Trial,0
6173,Basic,28-04-2024,12-05-2024,Churned,0
6174,Basic,06-02-2024,20-02-2024,Trial,0
6175,Basic,14-04-2025,28-04-2025,Trial,0
6176,Basic,20-01-2024,03-02-2024,Trial,0
6177,Basic,17-08-2025,31-08-2025,Churned,0
6178,Basic,23-06-2025,07-07-2025,Trial,0
6179,Basic,03-01-2024,17-01-2024,Trial,0
6180,Basic,04-02-2025,18-02-2025,Trial,0
6181,Basic,12-11-2024,26-11-2024,Trial,0
6182,Basic,17-10-2024,31-10-2024,Trial,0
6183,Basic,25-01-2024,08-02-2024,Trial,0
6184,Basic,19-09-2024,03-10-2024,Churned,0
6185,Basic,15-10-2025,29-10-2025,Churned,0
6186,Basic,15-05-2025,29-05-2025,Churned,0
6187,Basic,05-11-2024,19-11-2024,Trial,0
6188,Basic,25-03-2025,08-04-2025,Trial,0
6189,Basic,27-10-2024,10-11-2024,Trial,0
6190,Basic,14-06-2025,28-06-2025,Trial,0
6191,Basic,21-05-2024,04-06-2024,Trial,0
6192,Basic,16-03-2025,30-03-2025,Trial,0
6193,Basic,30-09-2024,14-10-2024,Churned,0
6194,Basic,23-12-2024,06-01-2025,Churned,0
6195,Basic,19-02-2025,05-03-2025,Trial,0
6196,Basic,09-09-2024,23-09-2024,Trial,0
6197,Basic,22-06-2024,06-07-2024,Churned,0
6198,Basic,14-05-2024,28-05-2024,Trial,0
6199,Basic,19-08-2025,02-09-2025,Churned,0
6200,Basic,24-09-2024,08-10-2024,Trial,0
6201,Basic,03-09-2025,17-09-2025,Churned,0
6202,Basic,13-08-2025,27-08-2025,Trial,0
6203,Basic,29-03-2024,12-04-2024,Churned,0
6204,Basic,03-07-2024,17-07-2024,Churned,0
6205,Basic,23-10-2024,06-11-2024,Trial,0
6206,Basic,24-05-2025,07-06-2025,Churned,0
6207,Basic,17-03-2025,31-03-2025,Churned,0
6208,Basic,27-11-2025,11-12-2025,Trial,0
6209,Basic,06-08-2025,20-08-2025,Trial,0
6210,Basic,21-04-2025,05-05-2025,Trial,0
6211,Basic,16-10-2025,30-10-2025,Trial,0
6212,Basic,01-08-2025,15-08-2025,Trial,0
6213,Basic,25-03-2025,08-04-2025,Churned,0
6214,Basic,22-02-2024,07-03-2024,Churned,0
6215,Basic,23-02-2025,09-03-2025,Churned,0
6216,Basic,15-03-2025,29-03-2025,Trial,0
6217,Basic,19-04-2025,03-05-2025,Trial,0
6218,Basic,28-06-2024,12-07-2024,Trial,0
6219,Basic,16-03-2024,30-03-2024,Trial,0
6220,Pro,10-07-2024,24-07-2024,Active,49
6221,Basic,20-01-2024,03-02-2024,Trial,0
6222,Basic,22-04-2025,06-05-2025,Trial,0
6223,Basic,05-11-2024,19-11-2024,Trial,0
6224,Basic,07-12-2024,21-12-2024,Trial,0
6225,Basic,10-11-2024,24-11-2024,Trial,0
6226,Basic,13-11-2024,27-11-2024,Trial,0
6227,Basic,20-05-2025,03-06-2025,Trial,0
6228,Basic,05-07-2024,19-07-2024,Trial,0
6229,Basic,11-02-2024,25-02-2024,Trial,0
6230,Basic,21-02-2025,07-03-2025,Trial,0
6231,Basic,09-06-2025,23-06-2025,Churned,0
6232,Basic,21-03-2025,04-04-2025,Trial,0
6233,Basic,16-03-2024,30-03-2024,Trial,0
6234,Basic,10-10-2025,24-10-2025,Trial,0
6235,Basic,13-05-2024,27-05-2024,Trial,0
6236,Basic,01-09-2024,15-09-2024,Trial,0
6237,Basic,30-08-2024,13-09-2024,Trial,0
6238,Basic,18-07-2025,01-08-2025,Trial,0
6239,Basic,09-10-2024,23-10-2024,Churned,0
6240,Basic,20-11-2024,04-12-2024,Churned,0
6241,Basic,02-08-2024,16-08-2024,Trial,0
6242,Basic,01-05-2024,15-05-2024,Trial,0
6243,Basic,07-02-2024,21-02-2024,Churned,0
6244,Basic,23-03-2024,06-04-2024,Trial,0
6245,Basic,30-03-2024,13-04-2024,Trial,0
6246,Basic,30-01-2024,13-02-2024,Trial,0
6247,Basic,22-02-2025,08-03-2025,Trial,0
6248,Basic,22-09-2025,06-10-2025,Trial,0
6249,Basic,22-08-2025,05-09-2025,Churned,0
6250,Basic,11-01-2025,25-01-2025,Churned,0
6251,Basic,18-08-2025,01-09-2025,Trial,0
6252,Basic,27-06-2025,11-07-2025,Trial,0
6253,Basic,10-08-2025,24-08-2025,Trial,0
6254,Basic,24-03-2025,07-04-2025,Churned,0
6255,Basic,08-11-2024,22-11-2024,Trial,0
6256,Basic,13-07-2025,27-07-2025,Trial,0
6257,Basic,13-08-2025,27-08-2025,Trial,0
6258,Basic,09-02-2024,23-02-2024,Trial,0
6259,Basic,12-06-2025,26-06-2025,Trial,0
6260,Basic,17-08-2024,31-08-2024,Trial,0
6261,Basic,16-08-2025,30-08-2025,Trial,0
6262,Basic,07-02-2025,21-02-2025,Trial,0
6263,Basic,07-10-2024,21-10-2024,Trial,0
6264,Basic,03-07-2024,17-07-2024,Trial,0
6265,Basic,17-01-2025,31-01-2025,Trial,0
6266,Basic,26-02-2025,12-03-2025,Trial,0
6267,Basic,26-04-2024,10-05-2024,Trial,0
6268,Basic,30-04-2025,14-05-2025,Trial,0
6269,Basic,13-07-2025,27-07-2025,Churned,0
6270,Basic,07-08-2024,21-08-2024,Trial,0
6271,Basic,21-12-2024,04-01-2025,Trial,0
6272,Basic,23-11-2024,07-12-2024,Trial,0
6273,Basic,07-07-2025,21-07-2025,Churned,0
6274,Basic,03-11-2024,17-11-2024,Churned,0
6275,Basic,20-07-2025,03-08-2025,Trial,0
6276,Basic,12-07-2025,26-07-2025,Trial,0
6277,Basic,13-08-2024,27-08-2024,Trial,0
6278,Basic,23-11-2025,07-12-2025,Trial,0
6279,Basic,23-04-2024,07-05-2024,Trial,0
6280,Basic,04-07-2025,18-07-2025,Trial,0
6281,Basic,05-02-2024,19-02-2024,Trial,0
6282,Basic,22-09-2024,06-10-2024,Trial,0
6283,Basic,26-11-2024,10-12-2024,Trial,0
6284,Basic,14-08-2025,28-08-2025,Churned,0
6285,Basic,25-02-2024,10-03-2024,Trial,0
6286,Basic,22-06-2025,06-07-2025,Trial,0
6287,Basic,09-08-2025,23-08-2025,Trial,0
6288,Basic,24-07-2024,07-08-2024,Trial,0
6289,Basic,19-02-2024,04-03-2024,Churned,0
6290,Basic,31-07-2024,14-08-2024,Trial,0
6291,Basic,25-01-2024,08-02-2024,Trial,0
6292,Basic,27-09-2024,11-10-2024,Trial,0
6293,Basic,13-04-2024,27-04-2024,Churned,0
6294,Basic,31-01-2025,14-02-2025,Trial,0
6295,Basic,08-11-2025,22-11-2025,Churned,0
6296,Basic,17-07-2024,31-07-2024,Trial,0
6297,Basic,30-07-2024,13-08-2024,Churned,0
6298,Basic,16-05-2024,30-05-2024,Churned,0
6299,Basic,11-11-2025,25-11-2025,Trial,0
6300,Basic,23-04-2025,07-05-2025,Trial,0
6301,Basic,24-05-2024,07-06-2024,Churned,0
6302,Basic,22-10-2024,05-11-2024,Trial,0
6303,Basic,16-11-2025,30-11-2025,Trial,0
6304,Basic,09-01-2025,23-01-2025,Trial,0
6305,Basic,16-05-2024,30-05-2024,Trial,0
6306,Basic,14-03-2024,28-03-2024,Churned,0
6307,Basic,04-05-2024,18-05-2024,Trial,0
6308,Basic,21-08-2025,04-09-2025,Trial,0
6309,Basic,01-02-2025,15-02-2025,Trial,0
6310,Basic,25-11-2025,09-12-2025,Churned,0
6311,Basic,25-09-2025,09-10-2025,Churned,0
6312,Basic,18-09-2024,02-10-2024,Trial,0
6313,Basic,17-10-2025,31-10-2025,Churned,0
6314,Basic,08-07-2025,22-07-2025,Churned,0
6315,Basic,23-10-2024,06-11-2024,Churned,0
6316,Basic,17-01-2025,31-01-2025,Trial,0
6317,Basic,16-08-2024,30-08-2024,Churned,0
6318,Basic,23-04-2024,07-05-2024,Trial,0
6319,Basic,23-01-2024,06-02-2024,Trial,0
