ticket_id,user_id,issue_category,priority,resolution_time_hours,satisfaction_score
4564,4564,Feature Request,Medium,8.2,4.6
4565,4565,Bug,High,13.9,4.2
4566,4566,Technical,Medium,2.8,5
4567,4567,Technical,High,2.5,5
4568,4568,Bug,Low,7,5
4569,4569,Billing,Low,59.2,2.2
4570,4570,Billing,Low,5.4,5
4571,4571,Billing,High,5.3,5
4572,4572,Technical,Medium,1.8,5
4573,4573,Technical,Medium,2.6,3.9
4574,4574,Feature Request,High,17.4,4.4
4575,4575,Feature Request,High,1,5
4576,4576,Billing,High,30.3,3.8
4577,4577,Technical,Low,4.2,5
4578,4578,Bug,Medium,1,5
4579,4579,Technical,High,13.9,4.8
4580,4580,Feature Request,Low,11.1,4.7
4581,4581,Technical,Low,13.8,4.8
4582,4582,Bug,High,2.1,5
4583,4583,Feature Request,Medium,75.4,1
4584,4584,Billing,Medium,12.3,4.5
4585,4585,Billing,Medium,7.2,4.6
4586,4586,Bug,Low,65.1,2.3
4587,4587,Feature Request,Low,12.2,5
4588,4588,Billing,High,4.8,5
4589,4589,Billing,Low,16.2,4.3
4590,4590,Billing,Medium,8.3,4
4591,4591,Billing,Medium,2.3,5
4592,4592,Technical,High,36.6,4
4593,4593,Technical,Low,11,4.9
4594,4594,Feature Request,High,9.4,5
4595,4595,Bug,Medium,14.4,4.8
4596,4596,Feature Request,High,8.5,4.6
4597,4597,Technical,Medium,17.9,3.3
4598,4598,Feature Request,Low,30.9,3.9
4599,4599,Technical,High,23.9,4.5
4600,4600,Technical,Low,1.1,5
4601,4601,Billing,High,10.1,4.5
4602,4602,Technical,Medium,6,5
4603,4603,Technical,Medium,6.1,5
4604,4604,Technical,Low,19.9,4.7
4605,4605,Billing,High,2.2,4.9
4606,4606,Billing,High,8,5
4607,4607,Technical,High,8.3,5
4608,4608,Technical,Low,16.6,3.9
4609,4609,Feature Request,Low,30.2,3.9
4610,4610,Feature Request,Medium,27.2,4
4611,4611,Bug,High,1,5
4612,4612,Billing,High,19.8,4.6
4613,4613,Technical,Medium,3.5,4.9
4614,4614,Technical,Low,5.5,5
4615,4615,Bug,Medium,25,4.2
4616,4616,Bug,Low,7.9,3.8
4617,4617,Bug,High,37.1,2.4
4618,4618,Billing,Medium,8.7,4.6
4619,4619,Feature Request,Medium,4.9,5
4620,4620,Billing,Medium,7.2,4.9
4621,4621,Billing,Medium,1,5
4622,4622,Feature Request,Medium,7.4,4.6
4623,4623,Feature Request,Low,3.8,5
4624,4624,Billing,Low,5.3,5
4625,4625,Billing,Low,3.2,5
4626,4626,Billing,Low,4.9,5
4627,4627,Technical,Medium,37.5,3.7
4628,4628,Feature Request,High,2.3,5
4629,4629,Bug,High,13.4,4.7
4630,4630,Bug,Medium,27.2,3.4
4631,4631,Feature Request,Medium,10.6,3.8
4632,4632,Bug,Low,18.8,4.1
4633,4633,Bug,Low,2.7,5
4634,4634,Feature Request,High,10,5
4635,4635,Bug,Low,2.9,5
4636,4636,Billing,High,39.3,3.1
4637,4637,Billing,Medium,1,5
4638,4638,Billing,Low,2.8,5
4639,4639,Billing,Low,2.2,5
4640,4640,Feature Request,Low,5.1,5
4641,4641,Billing,Low,9.1,5
4642,4642,Technical,High,25.9,3.8
4643,4643,Feature Request,Medium,32.7,4.1
4644,4644,Technical,High,9.2,4.3
4645,4645,Feature Request,Low,2,4.3
4646,4646,Technical,High,5.6,4.2
4647,4647,Technical,High,15.3,5
4648,4648,Billing,Low,38.3,3.6
4649,4649,Bug,Medium,7.8,4
4650,4650,Billing,Medium,26.5,4.6
4651,4651,Feature Request,High,11,4.2
4652,4652,Bug,Low,22.3,4.6
4653,4653,Feature Request,Medium,2.8,5
4654,4654,Technical,High,7,4.8
4655,4655,Bug,High,3.4,3.8
4656,4656,Technical,Medium,39.5,3.4
4657,4657,Feature Request,Low,54.6,2.8
4658,4658,Technical,Low,21.4,4
4659,4659,Billing,Low,4,5
4660,4660,Bug,Low,1.9,4.8
4661,4661,Feature Request,Medium,28.1,4
4662,4662,Billing,Medium,41.8,3.2
4663,4663,Feature Request,Low,57.6,2.4
4664,4664,Bug,High,39.4,3
4665,4665,Bug,Medium,15,4.3
4666,4666,Feature Request,Low,33.5,3.6
4667,4667,Billing,High,6.6,5
4668,4668,Billing,High,55.1,2.5
4669,4669,Feature Request,High,5.5,4.8
4670,4670,Feature Request,High,12,4.8
4671,4671,Billing,High,14.7,4.2
4672,4672,Technical,Medium,1,5
4673,4673,Feature Request,Low,1,5
4674,4674,Feature Request,High,27.5,3.9
4675,4675,Bug,Low,1.6,5
4676,4676,Technical,Medium,5,5
4677,4677,Bug,Low,6.4,5
4678,4678,Bug,Medium,1.3,5
4679,4679,Technical,Medium,33.6,3.4
4680,4680,Technical,High,1,5
4681,4681,Technical,High,15.6,4.8
4682,4682,Feature Request,Low,30.5,4
4683,4683,Bug,Medium,11.9,4.8
4684,4684,Billing,Medium,31.7,3.7
4685,4685,Billing,Medium,3.5,5
4686,4686,Bug,Low,7,5
4687,4687,Bug,Low,35.4,4.1
4688,4688,Feature Request,High,6,4.9
4689,4689,Billing,Medium,8.9,5
4690,4690,Feature Request,Medium,30.7,3.4
4691,4691,Billing,Medium,12.4,3.9
4692,4692,Feature Request,Low,7,5
4693,4693,Billing,Low,8.6,5
4694,4694,Technical,High,15.6,4.7
4695,4695,Technical,High,9.6,5
4696,4696,Technical,Medium,2,5
4697,4697,Feature Request,High,1,5
4698,4698,Billing,Low,1,5
4699,4699,Bug,High,36.4,3
4700,4700,Technical,Low,4.5,5
4701,4701,Feature Request,High,1,5
4702,4702,Billing,Medium,14.4,4.4
4703,4703,Bug,High,17.5,4.2
4704,4704,Technical,Low,23.8,4.2
4705,4705,Technical,Medium,8.7,5
4706,4706,Feature Request,Low,12.4,4.8
4707,4707,Feature Request,Medium,38.5,3.7
4708,4708,Technical,Medium,29.7,4.4
4709,4709,Feature Request,Low,10.5,4.7
4710,4710,Technical,Low,12,5
4711,4711,Feature Request,Medium,4,5
4712,4712,Technical,Medium,12.3,4.5
4713,4713,Feature Request,Medium,3,5
4714,4714,Feature Request,Medium,32.8,2.7
4715,4715,Billing,Medium,3.1,4.1
4716,4716,Technical,Medium,4.3,5
4717,4717,Billing,High,5.4,5
4718,4718,Feature Request,High,4.8,5
4719,4719,Technical,High,2,5
4720,4720,Billing,High,9.7,4.5
4721,4721,Billing,High,8,4.7
4722,4722,Technical,Low,3.3,5
4723,4723,Billing,High,2.2,5
4724,4724,Bug,Medium,10.9,5
4725,4725,Technical,High,11.7,5
4726,4726,Technical,Medium,11,3.6
4727,4727,Billing,Low,26.4,4
4728,4728,Technical,Low,1,5
4729,4729,Feature Request,Medium,16.8,4.4
4730,4730,Billing,Medium,5.4,5
4731,4731,Technical,Medium,3.2,5
4732,4732,Feature Request,High,5,5
4733,4733,Bug,Medium,7.4,3.9
4734,4734,Feature Request,High,1.8,5
4735,4735,Billing,High,35.3,3.6
4736,4736,Technical,Medium,12.9,4.5
4737,4737,Bug,High,39,3.7
4738,4738,Billing,Medium,1.7,4.1
4739,4739,Bug,Low,7.3,4.6
4740,4740,Technical,Low,8,4.3
4741,4741,Feature Request,High,8.3,5
4742,4742,Feature Request,Low,32.8,3.7
4743,4743,Billing,High,3.9,4.4
4744,4744,Bug,Medium,4.3,5
4745,4745,Billing,Low,6.5,5
4746,4746,Technical,Medium,5.5,4.5
4747,4747,Feature Request,High,5.3,5
4748,4748,Bug,Medium,9.7,5
4749,4749,Feature Request,High,13,4.8
4750,4750,Billing,High,24,4.1
4751,4751,Bug,Medium,2.1,4.3
4752,4752,Billing,Medium,34.5,3.6
4753,4753,Bug,High,10.8,5
4754,4754,Bug,Low,15.7,4.8
4755,4755,Billing,Medium,7.1,5
4756,4756,Feature Request,High,17.6,3.8
4757,4757,Billing,High,17,5
4758,4758,Billing,Medium,23.6,3.5
4759,4759,Billing,Medium,6.9,3.9
4760,4760,Bug,Medium,1,5
4761,4761,Billing,High,6.5,5
4762,4762,Billing,Low,7.3,5
4763,4763,Technical,High,9.6,3.9
4764,4764,Billing,High,4.4,4.9
4765,4765,Bug,Medium,12.5,4.4
4766,4766,Technical,Low,28.7,4.5
4767,4767,Technical,Medium,4.3,4.3
4768,4768,Bug,Medium,2.1,5
4769,4769,Technical,High,30.5,3.9
4770,4770,Billing,High,10.1,5
4771,4771,Feature Request,Medium,11.2,5
4772,4772,Billing,Low,17.6,4.4
4773,4773,Bug,High,29.9,3.9
4774,4774,Technical,Low,2.4,4.9
4775,4775,Feature Request,Medium,3.2,4.2
4776,4776,Feature Request,Medium,2.2,4.8
4777,4777,Bug,High,10,4.8
4778,4778,Feature Request,High,11.1,5
4779,4779,Billing,High,13.1,4.9
4780,4780,Feature Request,Medium,66.5,2.2
4781,4781,Technical,Medium,10,4.6
4782,4782,Technical,High,4.2,5
4783,4783,Feature Request,Medium,13.2,4.7
4784,4784,Bug,High,16.3,3.9
4785,4785,Bug,Low,5.3,3.8
4786,4786,Billing,Low,3.4,5
4787,4787,Technical,Medium,9.3,5
4788,4788,Bug,Low,2.4,5
4789,4789,Billing,High,25.5,4.4
4790,4790,Billing,Low,1,5
4791,4791,Feature Request,Low,11.2,5
4792,4792,Technical,Medium,11.2,3.7
4793,4793,Feature Request,High,7.6,5
4794,4794,Feature Request,Low,7.6,4.5
4795,4795,Technical,Low,21.2,4.4
4796,4796,Feature Request,High,1,5
4797,4797,Bug,Low,34.5,3.9
4798,4798,Feature Request,Low,8.9,5
4799,4799,Bug,Low,12.6,4.9
4800,4800,Bug,Medium,2.7,5
4801,4801,Billing,High,48.1,3.2
4802,4802,Feature Request,Low,2.7,5
4803,4803,Technical,Low,4.2,5
4804,4804,Billing,Medium,5.6,5
4805,4805,Bug,Low,1.2,5
4806,4806,Feature Request,Low,20.8,4.8
4807,4807,Billing,Low,4.6,5
4808,4808,Bug,Medium,1,5
4809,4809,Bug,High,2,5
4810,4810,Technical,Medium,34.4,3.7
4811,4811,Feature Request,Medium,9.8,5
4812,4812,Technical,High,9.2,4.1
4813,4813,Bug,High,12.3,5
4814,4814,Bug,Low,4,4.5
4815,4815,Technical,High,1,5
4816,4816,Feature Request,High,10.4,4.4
4817,4817,Technical,Low,16.6,4.9
4818,4818,Billing,Low,13.8,4.5
4819,4819,Billing,Low,42.6,2.8
4820,4820,Feature Request,High,11,5
4821,4821,Bug,Medium,20.8,4.8
4822,4822,Feature Request,Low,5.5,5
4823,4823,Billing,High,9.5,4.8
4824,4824,Billing,Medium,22.2,4.7
4825,4825,Bug,Medium,8,4.8
4826,4826,Feature Request,High,4,4.9
4827,4827,Bug,Medium,1.4,4.7
4828,4828,Billing,High,21.2,4.2
4829,4829,Technical,High,8,5
4830,4830,Feature Request,Low,1,5
4831,4831,Bug,Low,20.2,4.5
4832,4832,Bug,Low,5.7,5
4833,4833,Bug,Medium,1.7,5
4834,4834,Feature Request,Medium,4.1,4.6
4835,4835,Bug,Medium,8,3.8
4836,4836,Billing,Low,40.2,3.8
4837,4837,Bug,High,1,5
4838,4838,Billing,Medium,27,2.9
4839,4839,Feature Request,High,4.6,5
4840,4840,Technical,Medium,8.5,5
4841,4841,Feature Request,Low,13.5,5
4842,4842,Feature Request,Medium,13.7,5
4843,4843,Technical,Low,14.4,4.6
4844,4844,Feature Request,Medium,9.5,5
4845,4845,Bug,Medium,2.1,4.3
4846,4846,Bug,Low,2.2,4.7
4847,4847,Feature Request,High,5.7,4.5
4848,4848,Bug,Low,1,4.9
4849,4849,Billing,High,6.5,3.8
4850,4850,Technical,High,8.5,5
4851,4851,Technical,Medium,4.1,4.9
4852,4852,Billing,High,27,4
4853,4853,Feature Request,Medium,19.3,4.1
4854,4854,Billing,Medium,15.3,4.8
4855,4855,Feature Request,High,1,4.3
4856,4856,Technical,Medium,5.6,5
4857,4857,Technical,High,4.9,4.9
4858,4858,Billing,Medium,15.2,4.4
4859,4859,Technical,Low,20.7,3.3
4860,4860,Billing,Low,4.1,4.7
4861,4861,Billing,Low,9.3,5
4862,4862,Feature Request,Medium,1.4,5
4863,4863,Bug,High,1.2,5
4864,4864,Billing,Low,4,5
4865,4865,Billing,High,46.6,3.3
4866,4866,Bug,Low,2.6,5
4867,4867,Feature Request,Low,12.4,4.5
4868,4868,Feature Request,Low,7.1,5
4869,4869,Bug,Medium,1,4
4870,4870,Bug,Low,1.9,5
4871,4871,Technical,Low,1,5
4872,4872,Technical,Medium,11.1,5
4873,4873,Billing,High,15.5,4.8
4874,4874,Billing,High,5.4,5
4875,4875,Bug,Low,4,5
4876,4876,Billing,Low,30.3,3
4877,4877,Billing,High,43.8,3.5
4878,4878,Technical,Medium,1,4.6
4879,4879,Feature Request,Low,20.9,4
4880,4880,Bug,High,3.3,4.9
4881,4881,Technical,High,45.6,3.4
4882,4882,Bug,High,8.8,5
4883,4883,Feature Request,Medium,1,5
4884,4884,Technical,Low,16.9,4.4
4885,4885,Technical,Medium,8.7,4.8
4886,4886,Feature Request,Medium,21.4,4.7
4887,4887,Feature Request,Low,13.3,4.4
4888,4888,Bug,Low,5.2,4
4889,4889,Bug,Medium,3.6,4.2
4890,4890,Billing,Medium,18.6,4.2
4891,4891,Technical,High,11.4,5
4892,4892,Feature Request,Low,32.5,2.5
4893,4893,Billing,High,2,4
4894,4894,Feature Request,Medium,11,3.7
4895,4895,Feature Request,High,9.8,3.8
4896,4896,Feature Request,Low,6.4,5
4897,4897,Billing,Medium,7.7,4.9
4898,4898,Feature Request,Medium,5.5,5
4899,4899,Technical,Medium,1,5
4900,4900,Billing,Medium,27.7,4
4901,4901,Billing,Medium,13,4.7
4902,4902,Bug,Low,21.4,4.4
4903,4903,Billing,Low,21.3,4.9
4904,4904,Bug,Medium,8.2,4.5
4905,4905,Bug,Medium,8.9,4.8
4906,4906,Billing,Medium,12.4,4.4
4907,4907,Feature Request,High,10,4.9
4908,4908,Technical,Low,5.7,5
4909,4909,Technical,Low,1,5
4910,4910,Bug,Medium,5,3.9
4911,4911,Technical,High,8,4.6
4912,4912,Technical,Low,5.3,4.2
4913,4913,Billing,High,20.5,4.9
4914,4914,Feature Request,Medium,21.2,4.7
4915,4915,Feature Request,Low,22.2,4.6
4916,4916,Billing,Low,1,5
4917,4917,Bug,Low,1,5
4918,4918,Feature Request,Medium,6.3,5
4919,4919,Bug,High,1.9,5
4920,4920,Billing,Medium,14.8,3.4
4921,4921,Feature Request,Medium,9.9,4.6
4922,4922,Feature Request,Medium,22.5,3.3
4923,4923,Bug,Low,1,5
4924,4924,Billing,High,10.2,4.3
4925,4925,Bug,Low,7.7,5
4926,4926,Billing,Medium,27.9,4.6
4927,4927,Bug,Medium,1.8,4.9
4928,4928,Technical,High,7.1,5
4929,4929,Billing,Medium,65.6,2
4930,4930,Bug,Low,7.1,5
4931,4931,Bug,Low,2.8,4.7
4932,4932,Billing,Low,3.6,5
4933,4933,Bug,High,14.2,5
4934,4934,Billing,Low,2.7,5
4935,4935,Feature Request,Medium,21.5,4.1
4936,4936,Feature Request,High,13.7,3.5
4937,4937,Feature Request,Medium,7.7,5
4938,4938,Feature Request,High,16.2,3.4
4939,4939,Feature Request,Medium,34.6,2.8
4940,4940,Billing,Medium,4.1,4.8
4941,4941,Bug,Low,24.9,4.3
4942,4942,Technical,Medium,17.8,5
4943,4943,Technical,Medium,19.5,3.5
4944,4944,Feature Request,High,2.7,4
4945,4945,Feature Request,Medium,25.4,4.7
4946,4946,Bug,High,15.6,4.5
4947,4947,Feature Request,Low,37.3,2.2
4948,4948,Bug,Medium,3,5
4949,4949,Feature Request,High,31.5,2.9
4950,4950,Billing,High,8.9,4.9
4951,4951,Bug,High,9.1,5
4952,4952,Billing,High,4.2,4.8
4953,4953,Bug,Low,26.9,4.1
4954,4954,Billing,High,6.1,5
4955,4955,Billing,High,6.8,4.6
4956,4956,Bug,Medium,9.2,5
4957,4957,Bug,Medium,6.3,5
4958,4958,Feature Request,Low,1,5
4959,4959,Feature Request,Low,19.9,4.5
4960,4960,Technical,Medium,1.9,4.3
4961,4961,Billing,Low,5.2,4.1
4962,4962,Bug,High,29.6,4.2
4963,4963,Feature Request,Low,1,5
4964,4964,Bug,High,24.9,4.7
4965,4965,Bug,Medium,7.8,5
4966,4966,Billing,Medium,2.9,5
4967,4967,Bug,High,1.7,5
4968,4968,Bug,Medium,7,5
4969,4969,Technical,High,32.3,3.3
4970,4970,Technical,Low,2,5
4971,4971,Technical,Low,4.6,5
4972,4972,Feature Request,Medium,18,4
4973,4973,Billing,High,18,5
4974,4974,Bug,High,9.8,5
4975,4975,Bug,High,19,4.4
4976,4976,Billing,High,2,5
4977,4977,Bug,Medium,5.4,5
4978,4978,Bug,Low,2.1,5
4979,4979,Feature Request,Low,22.5,3.2
4980,4980,Technical,Medium,19.4,4.8
4981,4981,Feature Request,High,1,5
4982,4982,Feature Request,High,6.2,5
4983,4983,Technical,High,14.6,4.1
4984,4984,Feature Request,Low,17.5,4.1
4985,4985,Bug,Medium,25.9,4.2
4986,4986,Technical,Medium,2.1,5
4987,4987,Billing,Medium,2.5,5
4988,4988,Feature Request,High,15.9,4.2
4989,4989,Bug,Medium,1.4,5
4990,4990,Feature Request,High,6.6,3.8
4991,4991,Bug,High,5.7,4.6
4992,4992,Billing,Low,4.5,5
4993,4993,Technical,Low,1,5
4994,4994,Billing,Low,6.3,5
4995,4995,Technical,Medium,3.5,5
4996,4996,Technical,Low,9.4,3.8
4997,4997,Billing,Medium,12.9,4.9
4998,4998,Technical,High,1,4.2
4999,4999,Technical,Low,6.7,5
5000,5000,Feature Request,Medium,14,4.5
5001,5001,Feature Request,High,3.4,4.2
5002,5002,Feature Request,High,1.3,5
5003,5003,Bug,High,1,5
5004,5004,Bug,High,17.5,4.2
5005,5005,Bug,Medium,3.4,5
5006,5006,Technical,Medium,10.1,5
5007,5007,Technical,High,4.4,5
5008,5008,Billing,High,1,5
5009,5009,Bug,Low,4,5
5010,5010,Technical,Medium,2.8,5
5011,5011,Billing,Low,19.1,5
5012,5012,Feature Request,Low,2,5
5013,5013,Billing,Medium,2.4,5
5014,5014,Technical,High,9.5,4
5015,5015,Bug,Low,50.4,1.9
5016,5016,Technical,High,43.6,3.4
5017,5017,Bug,Low,8.5,5
5018,5018,Feature Request,Low,17.4,3.5
5019,5019,Feature Request,Medium,29.6,4
5020,5020,Billing,Low,15.7,4.5
5021,5021,Technical,Medium,32.4,4.3
5022,5022,Billing,High,21.3,4.5
5023,5023,Bug,High,3.8,5
5024,5024,Technical,High,2.4,5
5025,5025,Billing,High,16,3.2
5026,5026,Feature Request,High,2,4.2
5027,5027,Feature Request,Medium,4.2,5
5028,5028,Bug,Medium,1.8,5
5029,5029,Technical,Low,14.8,4.4
5030,5030,Technical,Low,17.7,4.8
5031,5031,Technical,Medium,8,4.7
5032,5032,Billing,Low,16.7,4.4
5033,5033,Bug,High,5.2,4.1
5034,5034,Billing,High,24.2,4
5035,5035,Billing,Medium,1.8,5
5036,5036,Billing,Low,2.5,5
5037,5037,Billing,Low,11.6,4.1
5038,5038,Billing,Medium,9.1,5
5039,5039,Feature Request,High,49.3,2.7
5040,5040,Feature Request,Low,25.7,3.8
5041,5041,Bug,High,1.7,5
5042,5042,Feature Request,High,5.5,5
5043,5043,Feature Request,Medium,3.8,5
5044,5044,Billing,Medium,3.8,5
5045,5045,Technical,Medium,13.7,5
5046,5046,Technical,Low,8.3,5
5047,5047,Technical,High,8.2,5
5048,5048,Technical,High,12.2,4.4
5049,5049,Feature Request,Medium,29.4,3.8
5050,5050,Bug,Medium,15,4.5
5051,5051,Billing,Medium,8,5
5052,5052,Feature Request,Medium,17.8,4.5
5053,5053,Feature Request,High,1.8,5
5054,5054,Bug,Low,20.3,4.4
5055,5055,Feature Request,Low,3.8,4
5056,5056,Billing,Low,37.9,3.9
5057,5057,Feature Request,Medium,30.9,3.9
5058,5058,Billing,High,4.4,5
5059,5059,Feature Request,Low,3.7,4.9
5060,5060,Bug,Medium,28.6,3.6
5061,5061,Billing,High,8.9,3.6
5062,5062,Feature Request,High,18.9,4.4
5063,5063,Technical,High,20.8,4.7
5064,5064,Bug,High,7.1,3.9
5065,5065,Feature Request,Medium,4.5,5
5066,5066,Feature Request,Low,16,4.8
5067,5067,Billing,Medium,6.2,5
5068,5068,Billing,High,7.5,5
5069,5069,Billing,Medium,1.7,5
5070,5070,Billing,Medium,28.5,4.3
5071,5071,Feature Request,High,31.2,3.6
5072,5072,Technical,Medium,8.3,5
5073,5073,Bug,High,11.3,5
5074,5074,Bug,Low,17.4,4.2
5075,5075,Billing,Low,12.8,5
5076,5076,Technical,Low,2.9,5
5077,5077,Bug,High,1,5
5078,5078,Feature Request,High,1,5
5079,5079,Technical,Medium,13.1,4.3
5080,5080,Bug,High,1.2,5
5081,5081,Bug,Low,5.1,5
5082,5082,Billing,High,27.1,4.5
5083,5083,Billing,Medium,6.3,5
5084,5084,Feature Request,Low,9,5
5085,5085,Feature Request,Low,11.7,5
5086,5086,Billing,Low,13.5,4.9
5087,5087,Technical,High,10.6,4.9
5088,5088,Billing,Medium,4.5,5
5089,5089,Billing,High,10.3,5
5090,5090,Feature Request,Medium,10.3,4.5
5091,5091,Bug,Medium,6,4.4
5092,5092,Bug,Medium,23.6,4.6
5093,5093,Feature Request,Low,4,5
5094,5094,Billing,High,1,5
5095,5095,Feature Request,High,1,5
5096,5096,Bug,Low,8,5
5097,5097,Billing,High,15,4.7
5098,5098,Technical,Medium,4.7,5
5099,5099,Billing,Medium,2.3,5
5100,5100,Billing,High,11.3,3.8
5101,5101,Billing,Medium,5.4,5
5102,5102,Technical,Low,10.9,4.6
5103,5103,Feature Request,Medium,19.1,3.4
5104,5104,Technical,High,6.3,5
5105,5105,Technical,Medium,27.3,4.3
5106,5106,Billing,High,49.3,3
5107,5107,Billing,Medium,12.9,3.9
5108,5108,Technical,Medium,17.4,3.7
5109,5109,Feature Request,Low,9.7,5
5110,5110,Feature Request,High,1.2,5
5111,5111,Bug,Low,4,5
5112,5112,Bug,Low,6.4,4.8
5113,5113,Bug,High,33.3,3.4
5114,5114,Billing,High,40.6,3.3
5115,5115,Billing,Low,4.4,5
5116,5116,Technical,High,5.2,5
5117,5117,Bug,Low,6,4.8
5118,5118,Feature Request,Low,4.8,5
5119,5119,Bug,Medium,1,4.3
5120,5120,Technical,Medium,8.1,3.9
5121,5121,Technical,High,4.3,5
5122,5122,Feature Request,Medium,1.3,4.4
5123,5123,Feature Request,High,6.4,5
5124,5124,Technical,High,5.9,5
5125,5125,Technical,Low,27.9,4.2
5126,5126,Billing,Medium,9,4.7
5127,5127,Billing,Medium,13.3,4.6
5128,5128,Billing,High,8.6,5
5129,5129,Bug,Medium,3.6,4
5130,5130,Feature Request,High,25.8,2.9
5131,5131,Billing,High,1,5
5132,5132,Billing,Medium,5.2,3.8
5133,5133,Bug,High,1,5
5134,5134,Technical,Medium,41.8,3.1
5135,5135,Billing,Low,36.7,4
5136,5136,Technical,Medium,37.5,3.6
5137,5137,Feature Request,Low,6.6,4
5138,5138,Bug,Medium,7.9,4.1
5139,5139,Billing,Medium,11.6,4.5
5140,5140,Bug,Low,28,4.3
5141,5141,Billing,Medium,6.7,4.8
5142,5142,Technical,Low,34.2,3.8
5143,5143,Bug,Medium,3.4,4.9
5144,5144,Feature Request,Medium,26.8,4.1
5145,5145,Bug,Medium,1,5
5146,5146,Feature Request,Medium,2.2,5
5147,5147,Billing,Low,17.4,4.5
5148,5148,Bug,Medium,6.7,4.8
5149,5149,Bug,Medium,1,4.7
5150,5150,Feature Request,High,11.5,5
5151,5151,Billing,Low,25.7,4.6
5152,5152,Feature Request,Medium,32.1,3.4
5153,5153,Billing,Low,4.6,5
5154,5154,Technical,High,13.2,4.3
5155,5155,Feature Request,Medium,5.8,3.7
5156,5156,Technical,Medium,8.2,4.8
5157,5157,Feature Request,Low,4.2,5
5158,5158,Bug,Low,6.9,4.7
5159,5159,Technical,Low,8.1,4.3
5160,5160,Bug,High,15.9,5
5161,5161,Technical,High,21.9,3.1
5162,5162,Technical,Medium,1.2,4.8
5163,5163,Feature Request,Medium,1.4,5
5164,5164,Bug,Medium,3.3,4
5165,5165,Bug,Low,10.5,5
5166,5166,Billing,High,25.1,4.6
5167,5167,Bug,Medium,6.2,4.8
5168,5168,Bug,High,10.2,4.6
5169,5169,Bug,Medium,17.9,4.6
5170,5170,Technical,Medium,4.7,5
5171,5171,Bug,Low,3.8,4.6
5172,5172,Feature Request,Low,3.2,4.6
5173,5173,Feature Request,High,10.9,5
5174,5174,Bug,High,6.6,4.5
5175,5175,Billing,High,11.5,4.9
5176,5176,Feature Request,Low,4.8,5
5177,5177,Technical,Medium,24.6,4.3
5178,5178,Feature Request,High,4.3,5
5179,5179,Feature Request,Low,1.4,5
5180,5180,Feature Request,High,7.9,5
5181,5181,Bug,Low,3.1,4.6
5182,5182,Billing,High,11.9,5
5183,5183,Billing,Medium,17.8,4.3
5184,5184,Billing,Medium,18.9,4.8
5185,5185,Feature Request,High,1.6,4.7
5186,5186,Billing,High,8.3,5
5187,5187,Billing,Low,2.2,4.3
5188,5188,Billing,Medium,6.6,4.9
5189,5189,Billing,High,14,5
5190,5190,Technical,High,3.7,5
5191,5191,Feature Request,Low,1.2,4.7
5192,5192,Billing,Medium,20.6,4.7
5193,5193,Bug,Medium,7.4,5
5194,5194,Feature Request,High,35.1,4
5195,5195,Billing,Medium,8.6,4.7
5196,5196,Bug,Low,33.7,3.3
5197,5197,Feature Request,Medium,1.1,5
5198,5198,Technical,High,23.5,4.1
5199,5199,Bug,Low,1,5
5200,5200,Feature Request,Low,1.1,5
5201,5201,Billing,Low,1,4.1
5202,5202,Bug,Medium,21.8,4.3
5203,5203,Billing,High,15.4,3.5
5204,5204,Bug,Low,33.5,3.6
5205,5205,Bug,High,14.1,4.9
5206,5206,Billing,Medium,2.6,5
5207,5207,Technical,High,5.2,5
5208,5208,Technical,Medium,1,5
5209,5209,Bug,Medium,8.1,5
5210,5210,Bug,Low,1,4.2
5211,5211,Billing,Medium,5.8,4.4
5212,5212,Feature Request,Low,1.9,5
5213,5213,Feature Request,High,13,4.6
5214,5214,Billing,High,5,5
5215,5215,Bug,High,12.5,5
5216,5216,Bug,Low,8.7,3.6
5217,5217,Billing,Low,14.1,4
5218,5218,Feature Request,Low,5,5
5219,5219,Bug,High,10.9,5
5220,5220,Billing,Low,2,5
5221,5221,Billing,High,24.1,4.5
5222,5222,Feature Request,Low,9.7,5
5223,5223,Bug,Low,19.7,4.9
5224,5224,Technical,Low,33.2,4.1
5225,5225,Technical,High,5.6,4.3
5226,5226,Technical,High,1.3,5
5227,5227,Billing,Low,3.4,5
5228,5228,Billing,Medium,6.2,4.5
5229,5229,Billing,High,4.5,5
5230,5230,Billing,Medium,16.9,4.8
5231,5231,Technical,High,10.7,5
5232,5232,Bug,Medium,16.7,5
5233,5233,Billing,Medium,1,4.1
5234,5234,Bug,Medium,11.1,5
5235,5235,Feature Request,Low,10.1,5
5236,5236,Billing,Low,10.8,5
5237,5237,Billing,High,22.3,4.7
5238,5238,Technical,Medium,26.8,4.6
5239,5239,Billing,Medium,1,5
5240,5240,Billing,High,12.1,3.9
5241,5241,Technical,Low,11.5,4.6
5242,5242,Technical,Medium,2.7,5
5243,5243,Feature Request,Medium,1.1,4
5244,5244,Feature Request,Low,12.5,5
5245,5245,Billing,High,2.5,4.5
5246,5246,Technical,Medium,29.5,3.9
5247,5247,Bug,High,7.6,4.9
5248,5248,Bug,Medium,12.5,5
5249,5249,Feature Request,Medium,24.1,4.5
5250,5250,Bug,High,25,4
5251,5251,Bug,High,1.2,5
5252,5252,Feature Request,Low,19.7,3
5253,5253,Feature Request,Low,12.4,4.5
5254,5254,Feature Request,High,1,5
